ลำดับที่,BU,Job,QT, Project Name,Client/Owner,Status,Amount Rev,Start date,End date,Year,month-ended,Quarter,Business unit,monthyear, Value ,Cr.Term range,,,,,,,,,,,
1556,BU 1.1,1.1 Booth & Roadshow,QT23080185.2,Neurobion Booth Activity Oct'23, Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 236,736.00 ",01-10-23,31-10-23,2023,10,Q4,BU1A,Oct," 236,736.00 ",60-150 วัน,,,,,,,,,,,
1557,BU 1.1,1.1 Booth & Roadshow,QT23080185.3,Neurobion Booth Activity Nov'23, Trading (Thailand) Ltd.,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 302,184.00 ",01-11-23,01-11-23,2023,11,Q4,BU1A,Nov," 302,184.00 ",60-150 วัน,,,,,,,,,,,
1558,BU 1.1,1.1 Booth & Roadshow,QT23080185.4,Neurobion Booth Activity Dec'23, Trading (Thailand) Ltd.,IC. APPROVED & AWAITING  PROCESS PROJECTS," 79,704.00 ",01-12-23,08-12-23,2023,12,Q4,BU1A,Dec," 79,704.00 ",60-150 วัน,,,,,,,,,,,
1559,BU 2.3,2.3 Merchandiser&RO Share service,QT23080186.1,Tyson Merchandiser Share service (OCT 2023),บริษัท ที (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 43,700.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 43,700.00 ",30-60 วัน,,,,,,,,,,,
1560,BU 2.3,2.3 Merchandiser&RO Share service,QT23080186.2,Tyson Merchandiser Share service (NOV 2023),บริษัท ที (ไทยแลนด์) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 43,700.00 ",01-11-23,01-11-23,2023,11,Q4,BU2A,Nov," 43,700.00 ",30-60 วัน,,,,,,,,,,,
1561,BU 2.3,2.3 Merchandiser&RO Share service,QT23080186.3,Tyson Merchandiser Share service (DEC 2023),บริษัท ที (ไทยแลนด์) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 43,700.00 ",01-12-23,08-12-23,2023,12,Q4,BU2A,Aug," 5,400.00 ",30-60 วัน,,,,,,,,,,,
1562,BU 2.3,2.3 Merchandiser&RO Share service,QT23080186.3,Tyson Merchandiser Share service (DEC 2023),บริษัท ที (ไทยแลนด์) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 43,700.00 ",01-12-23,08-12-23,2023,12,Q4,BU2A,Dec," 43,700.00 ",30-60 วัน,,,,,,,,,,,
1563,BU 1.1,1.1 Booth & Roadshow,QT23080187,Cockpit Owner - Activity Support Car Parade - Hathairat (Sep 2023),บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 21,600.00 ",09-09-23,18-09-23,2023,9,Q3,BU1B,Aug," 7,171.20 ",30-60 วัน,,,,,,,,,,,
1564,BU 3.1,3.1 Key Account,QT23080200,Krungsri Thailand smart money Surathani operation event,ธนาคาร จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 2,640.00 ",25-08-23,27-08-23,2023,8,Q3,BU1A,Sep," 162,108.00 ",30-60 วัน,,,,,,,,,,,
1565,BU 1.2,1.2 Event,QT23080202,Krungsri Thailand smart money Udonthani operation event,ธนาคาร จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,432.00 ",06-10-23,08-10-23,2023,10,Q4,BU1A,Oct," 3,432.00 ",30-60 วัน,,,,,,,,,,,
1566,BU 1.2,1.2 Event,QT23080203,Krungsri Thailand smart money Chaingmai operation event,ธนาคาร จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 3,432.00 ",10-11-23,12-11-23,2023,11,Q4,BU1A,Nov," 3,432.00 ",30-60 วัน,,,,,,,,,,,
1567,BU 1.2,1.2 Event,QT23080204,Krungsri Thailand smart money Bangkok operation event,ธนาคาร จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 3,432.00 ",08-12-23,10-12-23,2023,12,Q4,BU1A,Dec," 3,432.00 ",30-60 วัน,,,,,,,,,,,
1568,BU 1.2,1.2 Event,QT23080205,Krungsri Thailand smart money Year end operation event,ธนาคาร จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 9,152.00 ",14-12-23,17-12-23,2023,12,Q4,BU1A,Dec," 9,152.00 ",30-60 วัน,,,,,,,,,,,
1569,BU 3.1,3.1 Key Account,QT23080209,Xiaomi iron machine,BJ Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 34,830.00 ",31-08-23,01-09-23,2023,8,Q3,BU1A,Sep," 14,949.90 ",30-60 วัน,,,,,,,,,,,
1570,BU 2.1,2.1 PG & BA,QT23080217,Additional PC GIRL SCJ @ GT 2 Stores (30 Aug -1 Sep 2023),S.C. & Son Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 5,808.00 ",30-08-23,01-09-23,2023,8,Q3,BU2A,Sep," 21,600.00 ",30-60 วัน,,,,,,,,,,,
1571,BU 1.1,1.1 Booth & Roadshow,QT23080225,TED D Booth Design @ DUCATI Motor GP 2023 ,บริษัท ทีดี  จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 11,500.00 ",27-10-23,29-10-23,2023,10,Q4,BU1A,Oct," 11,500.00 ",30-60 วัน,,,,,,,,,,,
1572,BU 2.1,2.1 PG & BA,QT23080226,PC Cheer Alpro MT&GT 38 Store  MT Dry Sampling & GT Wet Sampling (30 SEP - 29 OCT 23),บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 530,000.00 ",30-09-23,29-10-23,2023,9,Q3,BU2B,Oct," 530,000.00 ",30-60 วัน,,,,,,,,,,,
1573,BU 1.2,1.2 Event,QT23080228,Agoda_Mascost @14-16 Sep.23,บริษัท เซอร์วิสเซส จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 17,289.00 ",14-09-23,16-09-23,2023,9,Q3,BU1B,Sep," 112,507.20 ",30-60 วัน,,,,,,,,,,,
1574,BU 3.1,3.1 Key Account,QT23080230,EVAIN HORECA CONVENTION 2023 (Hotel),บริษัท เจเจ บราเดอร์ส เทรดดิ้ง จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 640,552.00 ",16-10-23,18-10-23,2023,10,Q4,BU1A,Sep," 209,850.48 ",30-60 วัน,,,,,,,,,,,
1575,BU 3.1,3.1 Key Account,QT23080230,EVAIN HORECA CONVENTION 2023 (Hotel),บริษัท เจเจ บราเดอร์ส เทรดดิ้ง จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 640,552.00 ",16-10-23,18-10-23,2023,10,Q4,BU1A,Oct," 640,552.00 ",30-60 วัน,,,,,,,,,,,
1576,BU 1.2,1.2 Event,QT23080231,VENCO BOOTH DESIGN at NOVA BUILD 2023,บริษัท เวนเวน เอ็นจิเนียริ่ง จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 341,860.40 ",13-09-23,15-09-23,2023,9,Q3,BU1B,Aug," 2,640.00 ",30-60 วัน,,,,,,,,,,,
1577,BU 3.1,3.1 Key Account,QT23080232,Agoda Pizza Happy Hour 2023,บริษัท เซอร์วิสเซส จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,363,288.50 ",12-09-23,13-09-23,2023,9,Q3,BU1B,Sep," 3,432.00 ",30-60 วัน,,,,,,,,,,,
1578,BU 2.1,2.1 PG & BA,QT23080242,"Product Tester Downy, Hygiene, Comfort (SEP 2023)", Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 19,764.00 ",04-09-23,30-09-23,2023,9,Q3,BU2A,Aug," 3,905.00 ",60-150 วัน,,,,,,,,,,,
1579,BU 2.1,2.1 PG & BA,QT23080242,"Product Tester Downy, Hygiene, Comfort (SEP 2023)", Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 19,764.00 ",04-09-23,30-09-23,2023,9,Q3,BU2A,Sep," 50,765.00 ",60-150 วัน,,,,,,,,,,,
1580,BU 1.3,1.3 Logistic,QT23090001,Bridgestone - Setup Booth Storefront activity at  Lamphun Tech Fair (7-8 Sep 2023),"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 25,977.46 ",06-09-23,08-09-23,2023,9,Q3,BU1B,Sep," 153,560.00 ",30-60 วัน,,,,,,,,,,,
1581,BU 1.1,1.1 Booth & Roadshow,QT23090002,"Bridgestone Caravan-Operation ( Fair,Event) Sep 2023","BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 418,906.94 ",08-09-23,01-10-23,2023,9,Q3,BU1B,Aug," 3,960.00 ",30-60 วัน,,,,,,,,,,,
1582,BU 1.1,1.1 Booth & Roadshow,QT23090002,"Bridgestone Caravan-Operation ( Fair,Event) Sep 2023","BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 418,906.94 ",08-09-23,01-10-23,2023,9,Q3,BU1B,Oct," 18,213.35 ",30-60 วัน,,,,,,,,,,,
1583,BU 1.1,1.1 Booth & Roadshow,QT23090003,PlanB - REVO THAI LEAGUE SEASON 2023/2024,บริษัท แพลนไว้ จำกัด ,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 911,254.40 ",27-10-23,29-12-23,2023,10,Q4,BU1A,Aug," 22,324.50 ",30-60 วัน,,,,,,,,,,,
1584,BU 1.1,1.1 Booth & Roadshow,QT23090003,PlanB - REVO THAI LEAGUE SEASON 2023/2024,บริษัท แพลนไว้ จำกัด ,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 911,254.40 ",27-10-23,29-12-23,2023,10,Q4,BU1A,Oct," 35,714.29 ",30-60 วัน,,,,,,,,,,,
1585,BU 1.1,1.1 Booth & Roadshow,QT23090003,PlanB - REVO THAI LEAGUE SEASON 2023/2024,บริษัท แพลนไว้ จำกัด ,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 911,254.40 ",27-10-23,29-12-23,2023,10,Q4,BU1A,Dec," 873,484.34 ",30-60 วัน,,,,,,,,,,,
1586,BU 2.1,2.1 PG & BA,QT23090004.2,Ampawa PC SAMPLING @Makro 27 Stores (Oct 2023),บริษัท เอเซีย อุตสาหกรรม จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 131,376.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Aug," 16,875.00 ",30-60 วัน,,,,,,,,,,,
1587,BU 2.1,2.1 PG & BA,QT23090004.2,Ampawa PC SAMPLING @Makro 27 Stores (Oct 2023),บริษัท เอเซีย อุตสาหกรรม จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 131,376.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Sep," 16,875.00 ",30-60 วัน,,,,,,,,,,,
1588,BU 2.1,2.1 PG & BA,QT23090004.2,Ampawa PC SAMPLING @Makro 27 Stores (Oct 2023),บริษัท เอเซีย อุตสาหกรรม จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 131,376.00 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 131,376.00 ",30-60 วัน,,,,,,,,,,,
1589,BU 2.1,2.1 PG & BA,QT23090005,PG Cheer DNA @TT 31 Store (13-16 Oct 23),บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 425,880.00 ",13-10-23,16-10-23,2023,10,Q4,BU2A,Aug," 2,904.00 ",30-60 วัน,,,,,,,,,,,
1590,BU 2.1,2.1 PG & BA,QT23090005,PG Cheer DNA @TT 31 Store (13-16 Oct 23),บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 425,880.00 ",13-10-23,16-10-23,2023,10,Q4,BU2A,Sep," 2,904.00 ",30-60 วัน,,,,,,,,,,,
1591,BU 2.1,2.1 PG & BA,QT23090005,PG Cheer DNA @TT 31 Store (13-16 Oct 23),บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 425,880.00 ",13-10-23,16-10-23,2023,10,Q4,BU2A,Oct," 425,880.00 ",30-60 วัน,,,,,,,,,,,
1592,BU 2.1,2.1 PG & BA,QT23090007,ค่าของสมนาคุณจัดกิจกรรมทางการตลาด DNA (13-16 Oct 23),บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 59,228.40 ",13-10-23,16-10-23,2023,10,Q4,BU2A,Aug," 4,320.00 ",30-60 วัน,,,,,,,,,,,
1593,BU 2.1,2.1 PG & BA,QT23090007,ค่าของสมนาคุณจัดกิจกรรมทางการตลาด DNA (13-16 Oct 23),บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 59,228.40 ",13-10-23,16-10-23,2023,10,Q4,BU2A,Sep," 4,320.00 ",30-60 วัน,,,,,,,,,,,
1594,BU 2.1,2.1 PG & BA,QT23090007,ค่าของสมนาคุณจัดกิจกรรมทางการตลาด DNA (13-16 Oct 23),บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 59,228.40 ",13-10-23,16-10-23,2023,10,Q4,BU2A,Oct," 59,228.40 ",30-60 วัน,,,,,,,,,,,
1595,BU 2.1,2.1 PG & BA,QT23090009,Smooth E (Additional Commission for PC MT@Aug 23),บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 54,540.00 ",01-08-23,31-08-23,2023,8,Q3,BU2A,Aug," 4,104.00 ",30-60 วัน,,,,,,,,,,,
1596,BU 2.1,2.1 PG & BA,QT23090011.1,Sino PC ทำชิมซัมยัง ราเมงบูลดัก @ TOPS (8 Sep - 30 Sep 2023),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 75,130.00 ",08-09-23,30-09-23,2023,9,Q3,BU2A,Sep," 56,540.00 ",30-60 วัน,,,,,,,,,,,
1597,BU 2.1,2.1 PG & BA,QT23090011.2,Sino PC ทำชิมซัมยัง ราเมงบูลดัก @ TOPS (1 - 31 Oct 2023),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 100,980.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 100,980.00 ",30-60 วัน,,,,,,,,,,,
1598,BU 2.1,2.1 PG & BA,QT23090012.1,PG Cheer Sensodyne Q4  Oct 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 284,286.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Sep," 17,666.67 ",60-150 วัน,,,,,,,,,,,
1599,BU 2.1,2.1 PG & BA,QT23090012.1,PG Cheer Sensodyne Q4  Oct 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 284,286.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 284,286.00 ",60-150 วัน,,,,,,,,,,,
1600,BU 2.1,2.1 PG & BA,QT23090012.2,Commision PG Cheer Sensodyne Q4  Oct 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 46,200.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Sep," 11,526.00 ",60-150 วัน,,,,,,,,,,,
1601,BU 2.1,2.1 PG & BA,QT23090012.2,Commision PG Cheer Sensodyne Q4  Oct 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 46,200.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 46,200.00 ",60-150 วัน,,,,,,,,,,,
1602,BU 2.1,2.1 PG & BA,QT23090012.3,PG Cheer Sensodyne Q4 Nov 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 284,286.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Sep," 17,289.00 ",60-150 วัน,,,,,,,,,,,
1603,BU 2.1,2.1 PG & BA,QT23090012.3,PG Cheer Sensodyne Q4 Nov 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 284,286.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 284,286.00 ",60-150 วัน,,,,,,,,,,,
1604,BU 2.1,2.1 PG & BA,QT23090012.4,Commission PG Cheer Sensodyne Q4 Nov 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 46,200.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 46,200.00 ",60-150 วัน,,,,,,,,,,,
1605,BU 2.1,2.1 PG & BA,QT23090012.5,PG Cheer Sensodyne Q4 on Dec 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 284,286.00 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Dec," 284,286.00 ",60-150 วัน,,,,,,,,,,,
1606,BU 2.1,2.1 PG & BA,QT23090012.6,Commision PG Cheer Sensodyne Q4 on Dec 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 46,200.00 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Sep," 341,860.40 ",60-150 วัน,,,,,,,,,,,
1607,BU 2.1,2.1 PG & BA,QT23090012.6,Commision PG Cheer Sensodyne Q4 on Dec 23,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 46,200.00 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Dec," 46,200.00 ",60-150 วัน,,,,,,,,,,,
1608,BU 1.3,1.3 Logistic,QT23090013,Kellog Delivery CoCo Monkey Mascot ,บริษัท เคล (ประเทศไทย)  จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 439,300.00 ",12-09-23,30-09-23,2023,9,Q3,BU1A,Sep," 1,363,288.50 ",60-150 วัน,,,,,,,,,,,
1609,BU 2.1,2.1 PG & BA,QT23090014,Vape One Push PG Commission ON AUGUST 2023,บริษัท เอฟเอ็ม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 13,800.00 ",01-08-23,31-08-23,2023,8,Q3,BU2A,Sep," 306,992.50 ",30-60 วัน,,,,,,,,,,,
1610,BU 1.1,1.1 Booth & Roadshow,QT23090015,Singha Soodkhum Activity Nakhonpathom on Sep 23_ Add Cost Car #1,บริษัท บี เทรดดิ้ง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 17,160.00 ",11-09-23,16-09-23,2023,9,Q3,BU1A,Sep," 3,300.00 ",30-60 วัน,,,,,,,,,,,
1611,BU 3.1,3.1 Key Account,QT23090016,VENCO BOOTH DESIGN at NOVA BUILD 2023_Additional,บริษัท เวนเวน เอ็นจิเนียริ่ง จำกัด  ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 5,830.50 ",05-09-23,15-09-23,2023,9,Q3,BU1B,Sep," 109,304.80 ",30-60 วัน,,,,,,,,,,,
1612,BU 1.3,1.3 Logistic,QT23090018,Bridgestone - Setup Booth Storefront at BSN โกลไรซอล จ.นครราชสีมา (22-23 Sep 2023),"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 15,535.80 ",22-09-23,23-09-23,2023,9,Q3,BU1B,Sep," 100,866.00 ",30-60 วัน,,,,,,,,,,,
1613,BU 1.3,1.3 Logistic,QT23090019, Bridgestone - Set up Booth at Thai Bridgestone Proving Ground Wangnoi (23 Sep 2023),"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 7,392.60 ",23-09-23,23-09-23,2023,9,Q3,BU1B,Sep," 359,808.48 ",30-60 วัน,,,,,,,,,,,
1614,BU 2.1,2.1 PG & BA,QT23090022.2,VITTO C PC Cheer 3 Stores (Oct 2023),บริษัท โกล เบฟเวอเรจ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,955.84 ",01-10-23,01-10-23,2023,10,Q4,BU2B,Sep," 19,764.00 ",30-60 วัน,,,,,,,,,,,
1615,BU 2.1,2.1 PG & BA,QT23090022.2,VITTO C PC Cheer 3 Stores (Oct 2023),บริษัท โกล เบฟเวอเรจ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,955.84 ",01-10-23,01-10-23,2023,10,Q4,BU2B,Oct," 3,955.84 ",30-60 วัน,,,,,,,,,,,
1616,BU 1.1,1.1 Booth & Roadshow,QT23090023,Yukimi Ice Cream Sampling Booth 2023 at Donki (Fashion Island),บริษัท ทีเอล จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 28,922.50 ",20-10-23,22-10-23,2023,10,Q4,BU1B,Sep," 25,977.46 ",30-60 วัน,,,,,,,,,,,
1617,BU 1.1,1.1 Booth & Roadshow,QT23090023,Yukimi Ice Cream Sampling Booth 2023 at Donki (Fashion Island),บริษัท ทีเอล จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 28,922.50 ",20-10-23,22-10-23,2023,10,Q4,BU1B,Oct," 28,922.50 ",30-60 วัน,,,,,,,,,,,
1618,BU 3.1,3.1 Key Account,QT23090024,Nivea Premiums Internal Launch,"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 59,915.00 ",29-09-23,29-09-23,2023,9,Q3,BU1B,Sep," 400,693.59 ",30-60 วัน,,,,,,,,,,,
1619,BU 1.2,1.2 Event,QT23090026,MISTINE ACTIVATION 2023,บริษัท เบท เบท จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 267,000.00 ",12-10-23,15-10-23,2023,10,Q4,BU1A,Sep," 164,707.20 ",30-60 วัน,,,,,,,,,,,
1620,BU 1.2,1.2 Event,QT23090026,MISTINE ACTIVATION 2023,บริษัท เบท เบท จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 267,000.00 ",12-10-23,15-10-23,2023,10,Q4,BU1A,Oct," 267,000.00 ",30-60 วัน,,,,,,,,,,,
1621,BU 1.1,1.1 Booth & Roadshow,QT23090029,Cockpit Owner - Activity Support Car Parade -Cockpit Chiangmai  (14-17 Sep 2023),บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 11,340.00 ",14-09-23,17-09-23,2023,9,Q3,BU1B,Sep," 28,560.00 ",30-60 วัน,,,,,,,,,,,
1622,BU 2.1,2.1 PG & BA,QT23090030,Sino PC Cooking Club @Tops 11 Stores (27 Sep - 31 Oct 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 369,890.00 ",27-09-23,31-10-23,2023,9,Q3,BU2A,Oct," 369,900.00 ",30-60 วัน,,,,,,,,,,,
1623,BU 2.1,2.1 PG & BA,QT23090031.1,Sino PC Festive 2023 @TOPS 24 Stores (15 - 31 Oct 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 398,750.00 ",15-10-23,31-10-23,2023,10,Q4,BU2A,Aug," 29,538.00 ",30-60 วัน,,,,,,,,,,,
1624,BU 2.1,2.1 PG & BA,QT23090031.1,Sino PC Festive 2023 @TOPS 24 Stores (15 - 31 Oct 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 398,750.00 ",15-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 398,750.00 ",30-60 วัน,,,,,,,,,,,
1625,BU 2.1,2.1 PG & BA,QT23090031.2,Sino PC Festive 2023 @TOPS 24 Stores (1 - 30 Nov 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 664,180.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Aug," 54,540.00 ",30-60 วัน,,,,,,,,,,,
1626,BU 2.1,2.1 PG & BA,QT23090031.2,Sino PC Festive 2023 @TOPS 24 Stores (1 - 30 Nov 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 664,180.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 664,180.00 ",30-60 วัน,,,,,,,,,,,
1627,BU 2.1,2.1 PG & BA,QT23090034,PC Cheer จัดชิม Tyson @ Makro (Sep - Oct 2023),บริษัท ที (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 350,000.00 ",15-09-23,01-10-23,2023,9,Q3,BU2A,Oct," 21,875.00 ",30-60 วัน,,,,,,,,,,,
1628,BU 3.1,3.1 Key Account,QT23090036,Eucerin สมาคมร้านขายยา@นครสวรรค์ (Sep 2023),"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 31,860.31 ",08-10-23,08-10-23,2023,10,Q4,BU1B,Oct," 31,860.31 ",30-60 วัน,,,,,,,,,,,
1629,BU 1.1,1.1 Booth & Roadshow,QT23090041,"Bridgestone Caravan-Operation ( Fair,Event) Oct 2023","BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 246,396.82 ",06-10-23,15-10-23,2023,10,Q4,BU1B,Sep," 17,160.00 ",30-60 วัน,,,,,,,,,,,
1630,BU 1.1,1.1 Booth & Roadshow,QT23090041,"Bridgestone Caravan-Operation ( Fair,Event) Oct 2023","BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 246,396.82 ",06-10-23,15-10-23,2023,10,Q4,BU1B,Oct," 246,396.82 ",30-60 วัน,,,,,,,,,,,
1631,BU 1.1,1.1 Booth & Roadshow,QT23090042,Bridgestone Caravan -Operation (Storefront)_Oct 2023,"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 48,715.34 ",05-10-23,07-10-23,2023,10,Q4,BU1B,Oct," 48,715.34 ",30-60 วัน,,,,,,,,,,,
